"CpG_pos","Coefficient","CpG_pos_hg19"
"chr1:61911370:61911371",0.02963781,"chr1:62377042:62377043"
"chr4:46350698:46350699",-0.02962186,"chr4:46352715:46352716"
"chr17:41690799:41690800",-0.029606714,"chr17:39847051:39847052"
"chr6:162470305:162470306",0.029561641,"chr6:162891337:162891338"
"chr19:36796572:36796573",0.029544018,"chr19:37287474:37287475"
"chr2:87219426:87219427",-0.029524904,"chr2:87446549:87446550"
"chr7:64464562:64464563",0.029519812,"chr7:63924940:63924941"
"chr11:115505586:115505587",0.029493545,"chr11:115376304:115376305"
"chr4:6546845:6546846",0.029474483,"chr4:6548572:6548573"
"chr6:50826943:50826944",0.029470769,"chr6:50794656:50794657"
"chr19:50728876:50728877",0.029454779,"chr19:51232133:51232134"
"chr7:97668702:97668703",-0.029422818,"chr7:97298014:97298015"
"chr3:123577552:123577553",-0.029405833,"chr3:123296399:123296400"
"chr19:47130554:47130555",0.029385729,"chr19:47633811:47633812"
"chr1:24391860:24391861",-0.029381322,"chr1:24718350:24718351"
"chr2:120938884:120938885",0.029360184,"chr2:121696460:121696461"
"chr4:154637839:154637840",-0.029353023,"chr4:155558991:155558992"
"chr13:108942415:108942416",-0.029326848,"chr13:109594763:109594764"
"chr22:46919486:46919487",-0.029310961,"chr22:47315382:47315383"
"chr10:22323066:22323067",-0.029302863,"chr10:22611995:22611996"
"chr5:41148965:41148966",-0.029297717,"chr5:41149067:41149068"
"chr3:71715640:71715641",0.029291281,"chr3:71764791:71764792"
"chr11:121533882:121533883",0.029290827,"chr11:121404591:121404592"
"chr6:12010348:12010349",-0.029284606,"chr6:12010581:12010582"
"chr3:168891440:168891441",-0.029277088,"chr3:168609228:168609229"
"chr2:168628023:168628024",-0.029175406,"chr2:169484533:169484534"
"chr14:38810165:38810166",-0.02917168,"chr14:39279369:39279370"
"chr1:207510924:207510925",-0.029147722,"chr1:207684269:207684270"
"chr5:93716113:93716114",0.029146013,"chr5:93051819:93051820"
"chr10:27506130:27506131",0.029069166,"chr10:27795059:27795060"
"chr6:91114352:91114353",-0.02904911,"chr6:91824070:91824071"
"chr4:75698679:75698680",0.029046457,"chr4:76623863:76623864"
"chr16:49807287:49807288",0.029046081,"chr16:49841198:49841199"
"chr19:47599019:47599020",0.029027453,"chr19:48102276:48102277"
"chr9:8702853:8702854",-0.029026913,"chr9:8702853:8702854"
"chr2:66427399:66427400",-0.029023851,"chr2:66654531:66654532"
"chr3:137772390:137772391",0.029012732,"chr3:137491232:137491233"
"chr2:208566331:208566332",-0.029011309,"chr2:209431056:209431057"
"chr2:85884781:85884782",0.028957572,"chr2:86111904:86111905"
"chr11:29923556:29923557",-0.02890413,"chr11:29945103:29945104"
"chr14:76514387:76514388",-0.028888382,"chr14:76980730:76980731"
"chr5:67016112:67016113",-0.028875821,"chr5:66311940:66311941"
"chr10:13484335:13484336",0.028871044,"chr10:13526335:13526336"
"chr21:33324171:33324172",-0.0288657,"chr21:34696476:34696477"
"chr13:32130669:32130670",-0.028847146,"chr13:32704806:32704807"
"chr12:10653266:10653267",-0.028793064,"chr12:10805865:10805866"
"chr2:222946072:222946073",0.028793049,"chr2:223810790:223810791"
"chr5:5888899:5888900",-0.028782742,"chr5:5889012:5889013"
"chr13:112070295:112070296",0.028782491,"chr13:112724609:112724610"
"chr3:147388538:147388539",0.028781501,"chr3:147106325:147106326"
"chr19:46262946:46262947",-0.028754111,"chr19:46766203:46766204"
"chr10:22319696:22319697",-0.028746998,"chr10:22608625:22608626"
"chr2:215345437:215345438",-0.028746541,"chr2:216210160:216210161"
"chr6:19985033:19985034",-0.028743282,"chr6:19985264:19985265"
"chr12:110441138:110441139",-0.02865707,"chr12:110878943:110878944"
"chr8:119705279:119705280",0.028650341,"chr8:120717519:120717520"
"chr16:8183300:8183301",-0.02863816,"chr16:8233302:8233303"
"chr1:44731433:44731434",0.028633393,"chr1:45197105:45197106"
"chr8:55548740:55548741",-0.028627025,"chr8:56461299:56461300"
"chr15:95135827:95135828",-0.028598175,"chr15:95679056:95679057"
"chr21:31474060:31474061",-0.028591188,"chr21:32846373:32846374"
"chr10:111218765:111218766",0.028590882,"chr10:112978523:112978524"
"chr1:97864660:97864661",0.028589756,"chr1:98330216:98330217"
"chr16:48324217:48324218",0.028579169,"chr16:48358128:48358129"
"chr10:54689954:54689955",-0.028529345,"chr10:56449714:56449715"
"chr20:42401544:42401545",-0.028509067,"chr20:41030184:41030185"
"chr2:60797140:60797141",0.028503231,"chr2:61024275:61024276"
"chr15:86812496:86812497",-0.02849602,"chr15:87355727:87355728"
"chr19:16183161:16183162",-0.028468007,"chr19:16293972:16293973"
"chr12:89703315:89703316",0.028400515,"chr12:90097092:90097093"
"chr7:27278805:27278806",-0.028376204,"chr7:27318424:27318425"
"chr14:37625086:37625087",-0.028360618,"chr14:38094291:38094292"
"chr12:74260388:74260389",0.02831719,"chr12:74654168:74654169"
"chr1:207499494:207499495",-0.028315255,"chr1:207672839:207672840"
"chr11:76340743:76340744",-0.028307268,"chr11:76051787:76051788"
"chr1:24392179:24392180",-0.028248887,"chr1:24718669:24718670"
"chr20:22578916:22578917",0.02822814,"chr20:22559554:22559555"
"chr22:39538957:39538958",-0.028187806,"chr22:39934962:39934963"
"chr1:56644512:56644513",0.028178007,"chr1:57110185:57110186"
"chr5:81685486:81685487",0.028144898,"chr5:80981305:80981306"
"chr7:132223041:132223042",0.028131332,"chr7:131907800:131907801"
"chr8:94714028:94714029",-0.028127463,"chr8:95726256:95726257"
"chr9:131852813:131852814",-0.02811561,"chr9:134728200:134728201"
"chr2:37935145:37935146",-0.028094236,"chr2:38162288:38162289"
"chr9:23253392:23253393",-0.028084569,"chr9:23253390:23253391"
"chr3:115592338:115592339",0.028077721,"chr3:115311185:115311186"
"chr4:66550801:66550802",-0.028030184,"chr4:67416519:67416520"
"chr21:35829678:35829679",0.028025681,"chr21:37201976:37201977"
"chr20:2682886:2682887",-0.028015094,"chr20:2663532:2663533"
"chr8:119231461:119231462",0.028006646,"chr8:120243701:120243702"
"chr6:108260075:108260076",-0.028000887,"chr6:108581279:108581280"
"chr11:80979016:80979017",-0.027996593,"chr11:80690059:80690060"
"chr8:66725273:66725274",0.027987509,"chr8:67637508:67637509"
"chr17:43846760:43846761",-0.027980003,"chr17:41924128:41924129"
"chr16:57610528:57610529",-0.027972993,"chr16:57644440:57644441"
"chr7:122457690:122457691",0.027955824,"chr7:122097744:122097745"
"chr22:16112394:16112395",0.027913115,NA
"chr3:88032131:88032132",-0.027888498,"chr3:88081281:88081282"
"chr16:70331641:70331642",-0.027862846,"chr16:70365544:70365545"
"chr2:163734210:163734211",-0.027842319,"chr2:164590720:164590721"
"chr2:98677538:98677539",-0.027741348,"chr2:99294001:99294002"
"chr12:77428210:77428211",-0.027738761,"chr12:77821990:77821991"
"chr5:91279324:91279325",0.027729248,"chr5:90575141:90575142"
"chr5:127727528:127727529",-0.027726113,"chr5:127063220:127063221"
"chr7:153829308:153829309",-0.027690873,"chr7:153526393:153526394"
"chr18:25469049:25469050",-0.027651642,"chr18:23049013:23049014"
"chr16:64122706:64122707",-0.027645332,"chr16:64156610:64156611"
"chr14:41649102:41649103",0.027629122,"chr14:42118305:42118306"
"chr11:122138681:122138682",-0.027614346,"chr11:122009389:122009390"
"chr10:119009969:119009970",0.027598415,"chr10:120769481:120769482"
"chr10:94662294:94662295",-0.027575283,"chr10:96422051:96422052"
"chr17:42561542:42561543",0.027558684,"chr17:40713560:40713561"
"chr1:90717504:90717505",0.027502178,"chr1:91183061:91183062"
"chr22:45843906:45843907",0.027490427,"chr22:46239786:46239787"
"chr2:123884205:123884206",-0.027436361,"chr2:124641782:124641783"
"chr14:57980015:57980016",-0.027404633,"chr14:58446733:58446734"
"chr5:134303154:134303155",-0.027401402,"chr5:133638845:133638846"
"chr17:59176148:59176149",0.027401069,"chr17:57253509:57253510"
"chr11:119120669:119120670",-0.027374344,"chr11:118991379:118991380"
"chr5:140041567:140041568",-0.02736501,"chr5:139421152:139421153"
"chr2:163935858:163935859",0.027359511,"chr2:164792368:164792369"
"chr2:235375846:235375847",-0.027344187,"chr2:236284490:236284491"
"chr3:154325402:154325403",-0.027341926,"chr3:154043191:154043192"
"chr9:6503242:6503243",0.027340319,"chr9:6503242:6503243"
"chr10:31532610:31532611",-0.027336852,"chr10:31821538:31821539"
"chr14:90903182:90903183",-0.027316889,"chr14:91369526:91369527"
"chr4:88736766:88736767",-0.027300643,"chr4:89657917:89657918"
"chr7:93920661:93920662",-0.027297528,"chr7:93549973:93549974"
"chr2:163728047:163728048",-0.027289952,"chr2:164584557:164584558"
"chr11:28527843:28527844",0.027252198,"chr11:28549390:28549391"
"chr2:32213488:32213489",0.027231731,"chr2:32438557:32438558"
"chr12:102933687:102933688",-0.027220864,"chr12:103327465:103327466"
"chr18:6412784:6412785",-0.027211167,"chr18:6412783:6412784"
"chr15:48190743:48190744",0.027202255,"chr15:48482940:48482941"
"chr14:76377596:76377597",0.02717325,"chr14:76843939:76843940"
"chr20:50540072:50540073",-0.027172074,"chr20:49156609:49156610"
"chr1:90717540:90717541",0.027171733,"chr1:91183097:91183098"
"chr2:110007361:110007362",-0.027167003,"chr2:110764938:110764939"
"chr11:130134092:130134093",-0.027145697,"chr11:130003987:130003988"
"chr17:4004594:4004595",-0.027098695,"chr17:3907888:3907889"
"chr10:106109322:106109323",0.027092585,"chr10:107869080:107869081"
"chr1:79507760:79507761",0.027085567,"chr1:79973445:79973446"
"chr7:125561453:125561454",-0.027057329,"chr7:125201507:125201508"
"chr15:68463253:68463254",-0.027051733,"chr15:68755592:68755593"
"chr13:93654292:93654293",-0.027032749,"chr13:94306545:94306546"
"chr6:77634920:77634921",0.026955271,"chr6:78344637:78344638"
"chr3:58043189:58043190",0.0269544,"chr3:58028916:58028917"
"chr3:11008865:11008866",-0.026939748,"chr3:11050551:11050552"
"chr18:61504574:61504575",-0.026917124,"chr18:59171807:59171808"
"chr3:152233555:152233556",-0.02691182,"chr3:151951344:151951345"
"chr10:38011499:38011500",0.026890476,"chr10:38300427:38300428"
"chr15:46375535:46375536",-0.026890369,"chr15:46667733:46667734"
"chr5:73145648:73145649",-0.026861726,"chr5:72441475:72441476"
"chr3:142556557:142556558",0.026852899,"chr3:142275399:142275400"
"chr18:54489926:54489927",-0.026851145,"chr18:52016296:52016297"
"chr20:15091974:15091975",0.026834098,"chr20:15072620:15072621"
"chr11:134096773:134096774",0.02683114,"chr11:133966668:133966669"
"chr18:68105070:68105071",-0.026763621,"chr18:65772307:65772308"
"chr2:144520910:144520911",-0.026735963,"chr2:145278477:145278478"
"chr18:80115908:80115909",-0.026727124,"chr18:77873791:77873792"
"chr8:123003059:123003060",-0.026722528,"chr8:124015299:124015300"
"chr6:128568216:128568217",0.026712953,"chr6:128889361:128889362"
"chr5:34412775:34412776",0.026691967,"chr5:34412880:34412881"
"chr3:146251528:146251529",-0.026668007,"chr3:145969315:145969316"
"chr11:130577285:130577286",-0.026649865,"chr11:130447180:130447181"
"chr16:12495915:12495916",0.026637042,"chr16:12589772:12589773"
"chr19:9221677:9221678",0.026632872,"chr19:9332353:9332354"
"chr19:44051125:44051126",0.026630606,"chr19:44555278:44555279"
"chr8:96278803:96278804",0.026628288,"chr8:97291031:97291032"
"chr2:163791011:163791012",0.026614366,"chr2:164647521:164647522"
"chr22:49448490:49448491",0.026605205,"chr22:49842139:49842140"
"chr3:19991080:19991081",0.026599571,"chr3:20032572:20032573"
"chr1:236713320:236713321",-0.026576864,"chr1:236876620:236876621"
"chr12:9655361:9655362",-0.026569489,"chr12:9807957:9807958"
"chr5:148237736:148237737",-0.02654767,"chr5:147617299:147617300"
"chr11:75386823:75386824",-0.026536389,"chr11:75097867:75097868"
"chr19:32810043:32810044",-0.026534951,"chr19:33300949:33300950"
"chr2:285341:285342",0.026500064,"chr2:285341:285342"
"chr4:41395262:41395263",-0.026495162,"chr4:41397279:41397280"
"chr3:147408954:147408955",0.026480581,"chr3:147126741:147126742"
"chr9:23825435:23825436",0.026473827,"chr9:23825433:23825434"
"chr11:45649051:45649052",-0.026458551,"chr11:45670601:45670602"
"chr5:142798255:142798256",0.02645769,"chr5:142177820:142177821"
"chr6:4916446:4916447",0.026449869,"chr6:4916680:4916681"
"chr6:75750134:75750135",0.026439062,"chr6:76459851:76459852"
"chr2:187218366:187218367",-0.026424098,"chr2:188083093:188083094"
"chr12:7439826:7439827",0.026415358,"chr12:7592422:7592423"
"chr6:109109588:109109589",0.026412137,"chr6:109430791:109430792"
"chr14:77418560:77418561",-0.026378605,"chr14:77884903:77884904"
"chr2:201040609:201040610",0.026348516,"chr2:201905332:201905333"
"chr2:163628414:163628415",-0.026313953,"chr2:164484924:164484925"
"chr9:88500990:88500991",-0.026284482,"chr9:91115905:91115906"
"chr6:47652109:47652110",0.026281925,"chr6:47619845:47619846"
"chr3:193545662:193545663",-0.026271404,"chr3:193263451:193263452"
"chr16:83120983:83120984",-0.026265527,"chr16:83154588:83154589"
"chr20:8853526:8853527",-0.026201625,"chr20:8834173:8834174"
"chr16:78615899:78615900",0.02618034,"chr16:78649796:78649797"
"chr14:69080796:69080797",0.026148748,"chr14:69547513:69547514"
"chr7:74247080:74247081",0.0261437,"chr7:73661410:73661411"
"chr5:88888870:88888871",-0.026130208,"chr5:88184687:88184688"
"chr7:120989448:120989449",-0.026086459,"chr7:120629502:120629503"
"chr9:35915011:35915012",-0.02604154,"chr9:35915008:35915009"
"chr5:31724340:31724341",-0.026035974,"chr5:31724447:31724448"
"chr5:889342:889343",0.02601459,"chr5:889457:889458"
"chr1:20252418:20252419",-0.025942026,"chr1:20578911:20578912"
"chr17:26838258:26838259",0.02591754,NA
"chr2:66428139:66428140",-0.025910145,"chr2:66655271:66655272"
"chr15:86626134:86626135",0.02589341,"chr15:87169365:87169366"
"chr2:117096749:117096750",-0.025888831,"chr2:117854325:117854326"
"chr4:141177370:141177371",-0.025888299,"chr4:142098524:142098525"
"chr20:15837789:15837790",0.025876446,"chr20:15818434:15818435"
"chr3:49479003:49479004",-0.02586949,"chr3:49516436:49516437"
"chr10:28362189:28362190",-0.025837584,"chr10:28651118:28651119"
"chr15:24848408:24848409",0.025837054,"chr15:25093555:25093556"
"chr6:56476181:56476182",0.025810603,"chr6:56340979:56340980"
"chr7:50923935:50923936",-0.025799806,"chr7:50991632:50991633"
"chr3:168847283:168847284",-0.025787559,"chr3:168565071:168565072"
"chr13:99895802:99895803",0.025778071,"chr13:100548056:100548057"
"chr9:16824152:16824153",-0.025748652,"chr9:16824150:16824151"
"chr20:53515922:53515923",-0.025747018,"chr20:52132461:52132462"
"chr13:78022146:78022147",-0.025712137,"chr13:78596281:78596282"
"chr2:142779587:142779588",-0.02571117,"chr2:143537156:143537157"
"chr2:163852911:163852912",0.025694635,"chr2:164709421:164709422"
"chr14:48006062:48006063",-0.025689595,"chr14:48475265:48475266"
"chr19:12563586:12563587",-0.025684991,"chr19:12674400:12674401"
"chr4:9011575:9011576",-0.025679364,"chr4:9013301:9013302"
"chr10:29064377:29064378",-0.025649691,"chr10:29353306:29353307"
"chr2:47927477:47927478",0.025647137,"chr2:48154616:48154617"
"chr14:76514344:76514345",-0.025639083,"chr14:76980687:76980688"
"chr4:148662239:148662240",-0.025638795,"chr4:149583391:149583392"
"chr1:47230240:47230241",-0.025554238,"chr1:47695912:47695913"
"chr9:77779525:77779526",-0.02555308,"chr9:80394441:80394442"
"chr9:125579416:125579417",0.025552982,"chr9:128341695:128341696"
"chr9:7614204:7614205",-0.025552743,"chr9:7614204:7614205"
"chr11:17944030:17944031",0.025532338,"chr11:17965577:17965578"
"chr3:69327441:69327442",-0.025528157,"chr3:69376592:69376593"
"chr9:8917388:8917389",0.025519405,"chr9:8917388:8917389"
"chr10:110647922:110647923",-0.025491101,"chr10:112407680:112407681"
"chr4:242080:242081",-0.025486587,"chr4:235869:235870"
"chr8:26602349:26602350",-0.025482145,"chr8:26459865:26459866"
"chr5:107295555:107295556",-0.025459282,"chr5:106631256:106631257"
"chr2:202709351:202709352",-0.025453788,"chr2:203574074:203574075"
"chr1:165560652:165560653",0.025437088,"chr1:165529889:165529890"
"chr10:131972937:131972938",0.025418764,"chr10:133786441:133786442"
"chr10:38130137:38130138",0.02541686,"chr10:38419065:38419066"
"chr12:107901117:107901118",-0.025399168,"chr12:108294894:108294895"
"chr6:72779667:72779668",-0.025392947,"chr6:73489390:73489391"
"chr6:1414292:1414293",-0.025381741,"chr6:1414527:1414528"
"chr19:30224668:30224669",0.02536864,"chr19:30715575:30715576"
"chr3:86378295:86378296",-0.025362392,"chr3:86427445:86427446"
"chr5:139020630:139020631",0.025361477,"chr5:138356319:138356320"
"chr8:96979649:96979650",0.025347898,"chr8:97991877:97991878"
"chr9:123639764:123639765",0.025331037,"chr9:126402043:126402044"
"chr12:70060399:70060400",-0.02531565,"chr12:70454179:70454180"
"chr12:118902718:118902719",-0.025313428,"chr12:119340523:119340524"
"chr4:153793691:153793692",0.025307877,"chr4:154714843:154714844"
"chr18:55489882:55489883",0.025297574,"chr18:53157113:53157114"
"chr3:49752437:49752438",-0.025290001,"chr3:49789870:49789871"
"chr6:116681985:116681986",0.025275711,"chr6:117003148:117003149"
"chr12:56521633:56521634",-0.025274528,"chr12:56915417:56915418"
"chr3:118808896:118808897",0.025259738,"chr3:118527743:118527744"
"chr15:86659685:86659686",0.025202621,"chr15:87202916:87202917"
"chr11:126893938:126893939",0.025201718,"chr11:126763834:126763835"
"chr13:77025980:77025981",-0.025192838,"chr13:77600115:77600116"
"chr8:23749276:23749277",-0.025182218,"chr8:23606789:23606790"
"chr19:19091372:19091373",-0.025181334,"chr19:19202181:19202182"
"chr15:60473894:60473895",-0.02515923,"chr15:60766093:60766094"
"chr17:21452794:21452795",0.025152023,"chr17:21356106:21356107"
"chr11:18617898:18617899",0.025124368,"chr11:18639445:18639446"
"chr11:30855563:30855564",-0.025118355,"chr11:30877110:30877111"
"chr10:20609702:20609703",-0.025076919,"chr10:20898631:20898632"
"chr1:164560755:164560756",0.025063042,"chr1:164529992:164529993"
"chr2:96316407:96316408",0.025059648,"chr2:96982145:96982146"
"chr19:46028620:46028621",-0.025043549,"chr19:46531878:46531879"
"chr11:80361881:80361882",0.025031268,"chr11:80072925:80072926"
"chr3:183985098:183985099",0.024973639,"chr3:183702886:183702887"
"chr14:79587482:79587483",-0.024953763,"chr14:80053825:80053826"
"chr10:59668432:59668433",-0.02495022,"chr10:61428190:61428191"
"chr7:61061141:61061142",0.024948098,NA
"chr17:6213147:6213148",-0.024924864,"chr17:6116467:6116468"
"chr19:35210683:35210684",-0.024918508,"chr19:35701586:35701587"
"chr1:98433147:98433148",-0.024908654,"chr1:98898703:98898704"
"chr2:206713760:206713761",-0.024870358,"chr2:207578484:207578485"
"chr6:14037255:14037256",-0.024858231,"chr6:14037486:14037487"
"chr10:14959054:14959055",-0.024846577,"chr10:15001053:15001054"
